Statement,Impact,StateLength
"𝐓𝐡𝐞 𝐁𝐢𝐠 𝐅𝐢𝐧𝐚𝐥 𝐢𝐬 𝐡𝐞𝐫𝐞🇱🇰🇵🇰
SL is playing a final of a major tournament after years. Kudos to the team for making it happen❤️
Let’s wish Dasun Shanaka and our boys all the best for the Asia Cup 2022 Final.
ජයවේවා කොල්ලනේ💪
Join me live at 4PM today to discuss our tactics for the all important fixture👇
https://youtube.com/c/LasithMalinga99
#TheGameRead #AsiaCup2022",Positive,369
"දැල්පන්දු🏀 ☑️
ඒ කණ්ඩා‍යමට බොහෝ තුති. 👊✌❤
කඩුලුපන්දුත්🏏 ☑️තමයි .
Cricket lovely cricket",Positive,89
"Tissa Jananayake -  Special Episode | ගෝඨාභයා රාජපක්ෂ වහාම ඉල්ලා අස්වනු!
තිස්ස සර්ගේ පන්තියේ මේ වගේ videos තව බලන්න, අපේ youtube channel එක අදම subscribe කරන්න. 👇👇👇👇👇",Negative,166
"Link එක 👉 www.youtube.com/chanuxbro
ඉතිරි Data ගාන බලනවා වගේ, තෙල් බලන්න වෙයි කියලා කවුද හිතුවේ 🙄",Negative,97
දැන් තියෙන්නේ ලෝක වෙළඳපොළ මිළ සමග සමාන්තරව වෙනස් වෙන තෙල් මිළක්. Cost Recovering Energy Pricing. අඩු වෙන කොට සතුටු වීම වගේම වැඩි වෙන විට දුක් වීමත් පලක් නෑ. මිළ විචල්‍ය යි.,Negative,172
"Launch event of save the Sri Lankan smile. 
#savethesrilankansmile
සබද අපි කුදු / කදු / කුඩු කැමති දෙයක් කියමු , රටේ සිනහව රකිමු.",Negative,130
"Yeyyy finally it’s up මගේ පළවෙනි Dance cover එක දැන්මම ගිහින් බලන්න 👇 🙈 
Subscribe කරන්න අමතක කරන්න එපා ❤️😘😘😘",Positive,110
පරණ Car එකක් හැබැයි මරු නේද ? ❤️,Positive,32
මේ photo එකට එක්කෙනෙක් දෙන්නෙක් මාව tag කරලා කියලා තිබ්බ මේක දැක්කම අයියාව මතක් වෙනවා කියලා.,Positive,93
ඇයි අනෙ මෙහෙම මල කොලම් හිතට අරං නලවන්න ගිහින් එක too much වෙලා 😂,Negative,64
මන්දාරම් කතාවක් අරගෙන පලවෙනි පාරට Rathnaපුරේ අපි එනවා October 22,Positive,65
If සුද්දා අයෙත් come 🙏 we can අයෙත් live සතුටින් ☺️,Positive,51
"I cant stop laughing 😀😀
""ශවේන්ද්‍ර සර්ගෙන් අහන්නකෝ"". ඥානා මෑනියෝ දැන් කියන කතාව.",Negative,81
Apple going USB C. I'm sure it's totally not related to the recent EU ruling. Apple හූ හූ,Negative,89
"ඔක්තෝබර් මාසයේ සිට කරන්ට් කැපුවොත් T20 World Cup එක බලන්න බැරි වෙයි
(බලමු එහෙමවත් අපේ රටේ රාවණාලා ටික ඇහරවගන්න)",Negative,112
හරි .. අවුලක් නෑ.. අලුත් ම System එක තාම මිනිස්සුන්ට තේරුම් ගන්න අමාරුයි. ඒකයි මේ වේදනාව. පජාත ටීම් එකකට මුලින්ම පරදින එක සහ එතනින් එහා ගහන ඔක්කොම දිනන අය Sri Lanka Cricket නම් වේ. ඉත්තෑ කටු පුපේ අනුන අපි,Negative,204
"අදත් අපි වියලි ආහාර සහ ලමයින්ට පොත් පත් බෙදුවා. පවුල් 40කගේ කුසගින්න නිවන්න හම්බවුන එක ගැන සතුටු වෙනවා. ආධාර ලබා දුන් සැමට ස්තූතියි. ගොඩක් පින් 🙏🏽❤️ 
To all donations from different parts of the world. We are truly grateful 🙏🏽❤️ 
#SriLanka #HelpSriLankan",Positive,254
හිනා වෙලා ගෙවමු ජීවිතේ.. 😍😍 happy Sunday!! ❤️❤️❤️,Positive,50
"සියලූ දෙනාටම නීරෝගිමත්, සුබ අලුත් අවුරුද්දක් වේවා !
Wishing Everyone a Prosperous New Year Blessed with Good Health and Happiness...",Positive,132
"ලංකාවේ 🇱🇰 කොල්ලෙක් කරපු Eminem ගේ lyrics video එක! 🔥
Talent එක තියෙන එකා කොහේ ගියත් වැඩ්ඩ තමයි. Keep rocking Randy! 🔥 Randy වගේ කොල්ලෝ ලංකාවටම ආඩම්බරයක් ",Positive,153
ආසියානු නෙට්බෝල් රැජිනියෝ Asia's Netball Queens .Well done girls,Positive,65
"This devastation brings me a kind of joy, rather than sadness or anger. This ensures that the corrupted leaders are yet to read #aragalaya. මේ විනාශය මට දුකකට  හෝ වෛරයකට වඩා ගෙන එන්නේ සතුටකි. දූශිත පාලකයා තවමත් #අරගලය  කියවාගෙන නැති බවට මේවා සාක්ශි දරයි",Negative,253
"88/89 චිත්‍රය මවලා පෙන්නන්න ඔවුන් උත්සාහ කරනවා. වෙඩි තියනවා, බස් ගිණි තියනවා. ටයර් ගිණි තියනවා. පාරවල් වහලා භීෂණය මවනවා. හැබෑ අරගලයෙන් ඔබේ අවධානය වෙනතක යවා නොගන්න.
They are trying to repaint 88/89 memories with shooting, blocking roads and setting fires.  Focus of true revolution",Negative,280
We condemn the Sri Lanka police for their immoral abuse of power and participation in state endorsed violence against the people of Sri Lanka and their constitutional right to protest and assemble peacefully. #අපිඅරගලේ,Negative,218
"Save energy, they said.  Not enough dollars to import fuel, they said. But they have money to light up this කෙහෙල් මල, while the rest of us must be in darkness twice a day.  #LKA #SriLanka #FuelCrisisLK",Negative,202
"Every great nation in the world is built on great founding principles. Can you think of #SriLanka’s founding principles?
They seem to be,Theft,Corruption, Lying . Can we ever overcome this crisis, as long as we have the above three as our “founding principles”? (ලංකාවට කෙළ වුණේ ඇයි?) ",Negative,285
"One of the greatest, most realest, fitness motivation speeches ever given in the history of human kind. This is why I am staying Single. #mahMan #ලවුකරන්නඑපාමචං #gymඇතුලටපලයං #බඳින්නමචං #ඔක්කොමකරන්නපුලුවං #thankyouස්තූතී",Negative,220
අද පොත එළිදැක්වීම තියෙන්නේ රජයේ ප්‍රවෘති දෙපාර්තමේන්තුවේ / Department of Government Information. හරියටම පොල්හේන්ගොඩ හන්දියේ. Department Of Government Information | அரச தகவல் திணைக்களம் 0112 515 759,Positive,197
"හැමදේටම මම එකග නෑ. හැබැයි හොද සාකච්චාවක්. පවතින දේශපාලන අරගලය ඇතුලේ හරි Ideology එකක් නැතිවීමේ අර්බුදය බොහෝදුරට තේරුම් ගන්න පුලුවන් මේකෙන්.
@Dr_HariniA  Watch full episode https://youtu.be/1QLyBNpUHf4 #lka
@LMudalige",Negative,216
"Very sad to hear the death of Vijaya ayya, all ways gave a good message to the society from his movies ශ්‍රේෂ්ඨ කළාකරුවාණෙනි ඔබට නිවන් සුව",Negative,138
"Top Models By Thrikala Dharani 🔥. නිවැරදි මග පෙන්වීමකට පුළුවන් ඕනාම කෙනෙක්ගේ ඇග ඇතුලේ හැංගිලා ඉන්න Model ව මතුකරගන්න ‼️. ලෝකයත් එක්ක Update වෙන Model coach කෙනෙක්ට පුළුවන්, ඒ Model ව Top model කෙනෙක් දක්වා රැගෙන යන්න ‼️👊. No.1 Modeling Academy In Srilanka 🇱🇰 💗🔥",Positive,261
කවිදු - සෙල්ෆියක් ගමු... මම - ok මගේ nails ටික පේන්න ගන්න.. 🤭😁,Positive,62
"අන්තිමට Phone එකත් ""අති සුඛෝපභෝගී"" භාණ්ඩයක් විය..  ඔයාගේ Phone එක ගත්තු ගානයි, දැන් ගානයි comment කරමු බලන්න.",Positive,109
"When Jhonston said- "" එක කපුටෙක් මර# තට්ට එල්ලුවානම් කටවල් වැහෙනවා "" We felt it.",Negative,80
"Tomorrow they will say Ali Sabry is සෞඛ්‍ය ඇමති, but WE SHALL NOT BE FOOLED. We shall not be moved. Gota needs to go home. #gotaGoHome #stoptheDrama",Negative,148
සුභ උපන්දිනයක් වේවා ගරු අගමැතිතුමනි. Happy Birthday Sir! @PresRajapaksa #SriLanka,Positive,81
ඔක් 10 සදුදා රාත්‍රි 10.15 සියත ටී වී Turning Point වැඩසටහනට මම එනවා. @CharithaMedia,Positive,84
"ජිනීවා යෝජනාවට කරුණු ඉදිරිපත් කරන්නට ගියේ සබ්රි ඇමතිවරයාය. ඔහුගේ oral submission මගින් @unhrcpr
කොමසාරිස්වරිය මතුකර තිබූ බොහෝ ගැටලු නිශ්චිතව අභිමුඛ නොකළ බව මාගේ නිරීක්ෂණයයි. එය හරියට ගණිතය ප්‍රශ්න පත්‍රයට සෞඛ්‍ය පාඩමින් උත්තර දුන්නා වගේ වැඩක්ය.https://lankadeepa.lk/visheshanga/%E0%B6%85%E0%B6%B1%E0%B7%8A%E0%B6%AD%E0%B7%9D-%E0%B6%A2%E0%B6%A7%E0%B7%8F-%E0%B6%B6%E0%B7%84%E0%B7%92-%E0%B6%A2%E0%B6%A7%E0%B7%8F/26-621105",Negative,417
"Sir Bandula Warnapura, Sri Lanka’s first Test cricket captain and the man who paved way for us to become a Test playing nation has passed away. My thoughts and prayers are with his family. May he attain supreme bliss of Nibbana! බන්දුල වර්ණපුර මහතානෙනි, ඔබට අමා මහ නිවන් සුව!",Positive,275
සහභාගී වීම නෙවේ වැදගත්. සහභාගී වෙලා දිනන එකයි!,Positive,46
"""Right time, right people, right direction and right place are important factors to me, especially when starting a new project""
(නිසි වේලාව, නිසි පුද්ගලයා, නිසි දිශාව, නිසි ස්ථානය යන දෑ විශේෂයෙන්ම අලුත් ව්‍යාපෘතියක් අරඹන විට මා හට ඉතාම වැදගත් සාධක වේ)",Positive,252
"මට වගේම ඔයගොල්ලොන්ටත් ලස්සන දවසක් වේවා !!
හැම වෙලාවකම සමාජයට හොද දෙයක් කරන්න උත්සහ කරන්න.තමන්ගෙන් වෙන අඩුපාඩු ගැන හොයන්න වෙහෙස වෙන්න එපා.මොකද,මිනිස්සුන්ගෙ අඩුපාඩුම විතරක් හොයන්න වෙනම මිනිස්සු පිරිසක් මේ ලෝකෙ ඉන්න නිසා 😋
Good morning ☀️",Positive,237
"A group of kids from all around the world is going from classroom to classroom...
to help prevent the next pandemic.
It's as simple as promoting handwashing with soap to fellow kids. This is their cute story!
Special thanks to Lifebuoy for giving us the opportunity to highlight this incredible initiative.",Positive,309
හැමෝටම තියෙනවා තමන්ට අදාල වගකීම් ටිකක්. ඔරලෝසුවක දැති වගේ. හැම wheel එකක්ම හරි speed එකෙන් හරි දිශාවට කැරකෙන්න ඕනෙ. ඒ නිසා ඩොලර් වලින් හම්බ කරනවනම් මුලින්ම අපෙන් රටට වෙන්න ඕනෙ වැඩ කොටසෙන් ටිකක් හරි උනා කියලා හිතේ සතුට තියාගන්න. රටෙන් අපිට වෙන්න ඕනෙ දේවල් ගැන පස්සෙ බලන්න පුළුවන්. එහෙම නැති උනොත් අපිත් ආයත් වැටෙන්නේ අනිත් union තියෙන තැනටම තමයි.,Positive,345
"හැබැයි අරගලේ තියෙන්නේ ගෝල්ෆේස් එකේ නෙවේ මහත්තයෝ 
තංගල්ලේ බීච් එකේත් නෙවේ ඔයා සර්ෆින් කරන් සැපේ ඉන්න අපි මෙහෙම ඔයාලා වෙනුවෙන් සෘජු බදු සහ භාන්ඩ මත පැටවූ බදු වගේම සමාජ ආරක්ෂණ බදු ගෙවාගෙන ඉන්නම්.",Negative,193
"මාගේ හද පත්ලෙන්ම නැඟී එන කණගාටුව ප්‍රකාශ කොට සිටිමි.
මිනිසුන්ගේ හිස ගිණි ගෙන තිබෙන අවස්ථාවක ඒ පිළිබඳව ශාස්ත්‍රීය විග්‍රහයක යෙදීම සත පහක වැඩක් ඇති දෙයක් නොවන නිසා මා ඉතා නිහඬව සිටියෙමි. මේ සටහනෙන් පවා මා සිදු කිරීමට උත්සාහ කරන්නේ ලාංකීය සංදර්භය තුල මාගේ රාජකාරිය කුමක්ද  යන්න මඳක් හෝ පැහැදිලි කිරීම මිස, විසඳුම් ඉදිරිපත් කිරීම නොවේ. මන්ද යත් ගිණි කන්දක් පිපිරීමට පෙර විසඳුම් සෙවීම පහසු වූවත් ගිණි කන්ද පිපිරූ පසු විසඳුම් සෙවීම ඉතා අපහසු වන බැවිනි.",Negative,446
"පසුගියදා ගෝල්ෆේස් පරිශ්‍රයේදී පැවැති සාමකාමී විරෝධතාවයේදී පොලිසියේ මර්ධනකාරී හැසිරීම එයට සහභාගි වූ දෙමාපියන් සමග සිටි දරුවන් හට බලපෑ ආකාරය පිලිබඳව එක්සත් ජාතින්ගේ සංවිධානයටත්, ජාතික ලමා ආරක්ෂන අධිකාරියටත් පැමිනිලි කිරීමට කටයුතු කලා.",Negative,232
"ප්‍රංශයේත් මෙහෙමලු මල්ලි,🤣🤣🤣 මේ කතාව ගැන මොකද හිතන්නේ ?මෙහෙම හිතන අය ඉන්නකම්,මේ රට හදන්න පුලුවන්ද?",Negative,98
මේ රට හදන්න බෑ Patta දූපත් වාසි ගෝත්‍රක ව හ ල්ලු ඉන්න රටක් මේක 😂🤦‍♂️,Negative,68
"New York වල හිටියත්, කොච්චර ගනං ඇඳුම් ඇන්දත්, අර තුට්ටු දෙකේ ගතිය නං වෙනස් කරන්න බෑ ඉතින්. චිකේ! ලැජ්ජයි හලෝ!",Negative,109
රටේ මූලික අවශ්‍යතා අනුව ඉන්දියානු ණය මුදල් වියදම් කරන අපේ ජනතා නියොජිතයන්  we could have got essentials imported for few months from that money. But the priority has been on SUV vehicles.,Negative,187
"මැච් එකෙන් පස්සෙ  බය්ට් කරල හෙට තෙල්, credit line නැතිවුනොත් අපිටත් Arshdeep දැනෙය්, but what a game and what a win!",Positive,116
Summary of ජනාධිපති's speech... Tough decisions will be made. Pay your taxes!!!,Negative,79
"
නිශ්ශබ්දතාවයේ මොහොතක් for the political stability folk of Colombo.",Negative,68
Isn’t RW supposed to be the President for all school children and not just for Royalists? #අම්මටඩිස්කේ,Negative,102
ලංකාවේ විතරක් නෙවෙයි..ජර්මනියේත් පොලිසිය විරෝදකරුවන්ට ගහනවා!' Mahindananda’s next speech.,Negative,89
කොහෙද යන්නේ!!' බලන් යද්දී මුන් තග දාලනේ මිනිස්සුන්ව තියාගෙන ඉන්නේ. Ample evidence that the Rajapaksas and their corrupt cronies have lost a lot of currency among their voter base. This is why we need elections.,Negative,210
Who do you think this is? Still using tax payers money to get away also i guess. Shameful...!!! Actually මුන්ගේ ලැජ්ජ නහර නෑ,Negative,125
ශුභාරංචියක්! Another hugely problematic proposal from this Govt faces a setback. Will the Govt withdraw this Bill?,Positive,115
දවසක් වගේ චූටි කාලෙකදි හැමදේම plan කරල ලස්සනට මගේ Abhi Concert එකේ coming soon video එක කරල දුන්නු Danushka Senadeera අයියා ඇතුළු මුළු කණ්ඩායමටම හුගාක් ස්තූතියි.Professionalism කියන එකට උදාහරණයක් පෙන්නන්න කිව්වොත් අනිවාර්යයෙන්ම මම පෙන්නන්නෙ ඒ team එක.,Positive,251
"දවස් 7 ක්.
නෙගටිව්  comments  0 ක්
අර්ධ ශාස්ත්‍රීය ගීතයක්.
ඩිලීට් නොකරපු comments 7200ක්,
Likes 85000ක්,
Views ලක්ෂ 12ක්,...
මේ ශ්‍රී ලංකාව.
ඔව් අපි දෙන්නටම ඒක තාම හීනයක්!
Still Trending #1️",Positive,198
"ශුංගාරාත්මක චිත්‍රපට කලාවට අලුත් තරුවක්....🔥 රොක් නම්  රොක් , ,love නම්  love, sex නම්  sex ... මම ලංකාවේ ආසම කරන හඬක්...🙏 මම ලංකාවේ ආසම කරන හඬක්...🙏මිහිදු ආරියරත්න කියන්නේ වෙනම දෙයක්. ඕනෑම වෙනසකට සූදානම් සුපිරි ගායකයෙක්🔥 🔴මේක බලන්න",Positive,232
"හිත හිස් කරගන්නේ නැතුව ඔන්න අහන්න ""හිස් හිත පුරා"". ක්‍රිෂ්ණි voice teen හරහා හදුනාගත් ඉදිරි ගමනක් තියෙන ගායිකාවක්.🔥 මේ ඇයට මා ලියූ අලූත්ම පද රචනය🌸 ලහිරු පෙරේරාගේ තනුව සහ රූප රචනය.K2 ගේ සංගීතය.. මව්බස rap king "" kaiza kaiz"" ගේ සුපිරි රැප් එක.❤️ music වීඩියෝ එකක්  දකින්න අඩු හේමාල් රණසිංහ ගේ රංගනය🔥 ඉතින් අපි මේ අලුත් ගායිකාව පිළිගමු🙏 ",Positive,334
"🔥 ලංකාවේ පළවෙනි ස්මාර්ට් බයික් එක trending 🔥 සාමාන්‍යයෙන් ""ප්ලේන්ටියයි සිංදු දෙකයි ""වැඩසටහන trending එනවා....🙏 නමුත් මේ වගේ එකක් එහෙම වේගය හිතුවේ නෑ.. දැන් දැන් මේ රට ඇතුළේ හිතන්න තිබූ දේවල් වෙනවා, වෙනස් වෙනවා 👍👍. ""siyatha"" අරා සහ පැස්බරා"" වැඩ සටහනේ මේ ගැන කිව්වට පස්සේ තවත් බලන කට්ටිය වැඩි වුණා.✅ මේ රට දියුණු වෙනවාට ආදරේ කරන හැම හැමදෙනාටම ස්තූති❤",Positive,348
#ForSriLanka for sri lanka වෙනුවෙන්ම ද යන වග සොයා බැලිය යුතුය .(මෙය රටට ඩොලර් සෙවීම සඳහා යන ව්‍යාපෘතියකි.මා දන්නා තරමට) රට වෙනුවෙන් යමක් කිරීම ඉතාමත් යහපත්ය.නමුත් මේ රටේ වී ඇති දේවලුත් සමග අප කණාමැදිරි එලියටත් බයයි,Negative,215
"""රටේ මිනිස්සු කළුවරේ ඉද්දි මන්ත්‍රී නිවාස වලට current දෙන්න,(දෙනවා නම්  ) කිසිදු අයිතියක්  නෑ ",Negative,94
මිනිසුන් ගේ බදු මුදල් වියදම් කරන විදිය ගැන විනිවිදභාවයක් නැහැ. අය කරන බදුවලට සාපේක්ෂව මිනිසුන්ට හොඳ ජීවන තත්ත්වයක් (quality of life) ලැබෙන්නේ නැහැ.  මේ අවුල දිගට ම තිබුණොත් සිද්ධ වෙන්න පුළුවන් එක ම දෙය වන්නේ ලංකාවේ මේ මොහොතේ ඉතුරු වෙලා ඉන්න මධ්‍යම පංතියේ සැළකිය යුතු පිරිසකුත් රට අතඇරලා යන එකයි. ලංකාවට වටිනා මානව ප්‍රාග්ධනය අහිමි වෙන එකයි.,Negative,341
"නමුත් ලංකාවේ නීති හදන කිසි කෙනෙකු මේ wealth tax ගැන හිතන්නේවත් නැහැ. එයට හේතුව ප්‍රතිපත්ති සම්පාදකයන් හුඟ දෙනෙකු ද දේපල විශාල වශයෙන් හිමි, ඒ සඳහා බදු ගෙවන්නට අකැමැති පිරිසක් වන නිසයි. ඒ නිසා අප විශ්වාස කරන්නේ මේ අභියෝග ජයගත හැක්කේ තමන් ගැන නොසිතා, පොදු යහපත ගැන සිතා තීරණ ගත හැකි පැහැදිලි දැක්මක් සහ විසඳුම් ඇති අලුත් කණ්ඩායමකට බවයි",Negative,332
ලංකාවේ පාර්ලිමේන්තුව කියන්නේ තවදුරටත් තමන් නියෝජනය කරන එකක් නෙවෙයි වැනි අදහසක් ජනතාව තුළ පැළපදියම් වෙමින් තියෙනවා.. පොදුවේ පාර්ලිමේන්තුව ගැන මහජන විශ්වාසය බිඳ වැටිලා තියෙනවා. පාර්ලිමේන්තුව සහ රටේ ජනතාව අතර ලොකු disconnect එකක් ගොඩනැගිලා තියෙනවා.. මේක නිවැරදි කළේ නැත්නම් ලංකාවේ සමාජය විශාල පුපුරා යාමක් කරා ගමන් කරන්න ලොකු ඉඩකඩක් තියෙනවා.,Negative,339
"අනේක විද බාධක හමුවේ නැවත නැවතත් මාගේ රට වෙනුවෙන් ලෝකය වෙනුවෙන් අවංකව කල සේවය කෙරේ තැබු විශ්වාසයට Mrs World ආයතනයට මාගේ ස්තුතිය !
නැවත වතාවක් Mrs Sri Lanka World ලෝකයේ අංක එකට ඔසවා තැබිමට කැපවෙමි .
-චන්දිමාල් ජයසිංහ ජාතික අධ්‍යක්ෂක -",Positive,232
"""Right time, right people, right direction and right place are important factors to me, especially when starting a new project""
(නිසි වේලාව, නිසි පුද්ගලයා, නිසි දිශාව, නිසි ස්ථානය යන දෑ විශේෂයෙන්ම අලුත් ව්‍යාපෘතියක් අරඹන විට මා හට ඉතාම වැදගත් සාධක වේ)


සම්පූර්ණ කථාව නැරඹීමට පිවිසෙන්න👉
YouTube - https://youtu.be/T1nsJrPLEDM
FB- https://fb.watch/fzNaKHSAhZ/

#DhammikaPerera #10RulesforSuccess",Positive,394
"මගේ මතයට අනුව trending  වීම යනු  ප්‍රේක්ෂකයාගේ හදවත  සමඟ, ජීවිතය සමග නිර්මාණය බද්ධ වීම ය.🔥
එය රෙගේ , රොක්, classical,බයිලා හරි ඕනෑම ආරක නිර්මාණයක් විය හැක  .දුක හෝ සතුට යන ඕනෑම භාවයක් නියෝජනය කළ හැක🙏❤️.",Positive,202
"ශ්‍රී ලංකා කාන්තා ක්‍රිකට් කණ්ඩායම ආසියානු කුසලාන අවසන් මහා තරගයට සුදුසුකම් ලබයි...
Well played ladies!",Positive,104
ඔබ අත්දකින ලෝකය ඔබේ මනසින් පැනනැගුණු දෙයක් . Your outer world is a reflection of your inner world.,Positive,98
"මේ විදිහට Fiverr දැකලා තියෙන අය අත උස්සන්න. 😅😅
සතුටට මෙහෙම දැම්මා එලකිරියේ, දවස් දෙක තුනකට පස්සෙ ලංකාවෙ එකෙක් ඇවිත් account එකට negative review දැම්මා. උඹලත් මම වගේ වෙන්න එපා. හැබැයි ඌ තමයි මම ගිය ගමන වෙනස් කලේ. ඌට පිං. 😂😂
https://elakiri.com/threads/fiverr-level-2.1410575/",Negative,276
"තවමත් ඔක්කොටම මුවා වෙලා game ගහන්නෙ අර කපුටා තමයි..සල්ලි තියෙනවනෙ පවුල් පිටින් game ගහන්න..හොරාකාපු සල්ලි තියෙනවනෙ..
දෙවියනේ මේ අපේ රට.",Negative,136
"21, May ,2021 මම කිව්ව ඕනිනම් මේ Post එක Edit ද කියල History Check කරන්න 😂
ඒ Article එකේ පහල මම කිව්ව මේ විදිහට ගිහින් සල්ලි දෙන එකේ අව්ලක් එනව කියල එක්කො පිරමිඩ් සීන් එකක් වෙන්නව නැත්තන් Data sell නැත්තන් Black Mony සුදු කරන සීන් එකක් කියල.",Negative,242
අනේ මිස් අපි දවසම මහන්සි වෙලා class ගිහිල්ල ගෙදර එද්දී හරිම stress.,Negative,67
"Office traffic එකකදි අහම්බෙන් ඇස ගැටුණ දසුනක්. මේ වෙන කොහෙවත් නෙමේ, ලංකාවෙ අගනුවරට අයිති වෙන නුගේගොඩ railway station එක. කොළ කොඩියට යටින් අල්ලන්නෙ ෆෝන් එකේ torch එක. තව මොකුත් කියන්න දෙයක් තියෙනවද? කොළ, නිල්, රතු විදියට පක්ශ හදාගෙන වෙන්වෙලා තව තව දේශපාලකයන්ට කඩේ යමු!",Negative,267
Galle Gladiators ලා වගේ අන්තිම මොහොතේ අපේ life එකත් කනපිට ගැහෙන්න පුලුවන් 😁🤘🏽,Positive,77
"තමන් යටතේ මහන්සිවෙලා වැඩ කරන අයව ආරක්ෂා කරන, ඒ අය වෙනුවෙන් පෙනීසිටින නායකයෙක් ඉන්න එක වැඩ කරන මිනිස්සුන්ට ලොකු ගැම්මක්. Thank you Kanchana
 You re a leader with a back bone.",Positive,174
මේ යන විදිහට ඔරිජිනල් ටීම් එකේ බාගයක් ආපහු ලංකාවට එයි වගේ injury ලිස්ට් එකෙන්. #ICCT20WorldCup2022 #SriLanka,Negative,108
හිනාව❤️ Congratulations,Positive,23
ලංකාවේ dress code දන්නැති සැහෙන set එකක් ඉන්නවා වගේ💔😂#thorz,Negative,59
"නැවතත් බෙල්ලට කොලර් එකක් දමාගෙන සිටීමේ කාලය උදාවී ඇති බව අසතුටින් දැනුම් දෙමි.

Neck & shoulder pain හදාගන්න එපා. අන්තිමට බෙල්ල ලෙෆ්ට් වෙලා  නිදාගන්න කොට්ටෙකුත් නැතුව යනවා.

මට බුදුසරණයි!!!",Negative,193
"ප්‍රහාරකයින්ගේ දුරකථන සංවාදවලින් හෙළිවූ පරිදි ප්‍රමාදය ගැන අසතුටින් සිටියා කියන ’’බොස්’’ කවුද ? - මනූෂ https://lankanewsweb.net/sinhala
Curse on real master minds of Easter Sunday attack God will let them suffer and expose them before their death",Negative,247
"Half way stopeed watching d interview. මේවාට කිසිම දඩුවමක්වත් නැහැ. එනවා, චෝදනා කරනවා යනවා. ඊට පස්සේ තව එකෙක් එනවා, එයාත් එහෙම කරනවා යනවා. අපිත් ඕවා බලලා, සාප කරනවා. Repeat telecast",Negative,181
හැදුනොත් හොඳ කරන්න බැරි පිස්සුවක් තමා nescafe බොන එක 🥺🤤,Positive,55
"මේ පාර World Cup එක අපි දිනනවා 🥲❤️
#ICCT20WorldCup2022",Positive,55
"ආලේ මල් "" ගීතය Youtube views මිලියන 10 සීමාව පසු කල බව සතුටින් දැනුම් දෙමි. මගේ ගීතයක් Youtube views මිලියන 10 සීමාව පසු කල දෙවෙනි අවස්ථාව මෙය වන අතර මේ තරම් ආදරෙන් ""ආලේ මල්"" ගීතය වැලඳගත් ආදරණීය රසික රසිකාවියන්ට හදපිරි ස්තූතිය",Positive,226
ආසියානු කුසලානයේ ජයග්‍රහණය අභියස සිටින අපේ සිංහයන්ව දිරි ගැන්වීමට ශක්තියක් වෙන්න. dlg.lk/apekollo link එක වෙත පිවිසීමෙන්  ඔබේ සුබ පැතුම එක් කරන්න.,Positive,146
Premier time. “ප්‍රාණ”,Positive,22
ස්තුතියි ! SLIM KANTAR PEOPLE’S AWARDS 2022. MALE SINGER OF THE YEAR & YOUTH CHOICE - MALE SINGER OF THE YEAR,Positive,109
"800,000 followers... මා සමග සැමවිට එකසේ සිටිනා ඔබ සැමට මගේ ආදරය සහ ස්තුතිය. My family keeps growing...Thank you so much for being with me ",Positive,138
WTC 35 තට්ටුවේ තියෙන්නේ හිරු fm. WTC 36 තට්ටුවේ තියෙන්නේ හිරු TV. කාටත් ඉහළින් කිසිවක් නොදකිමින් හිරු CIA. හිරු නම් සල්ලි තමයි. නොදකින්. ඊයා නේ 😜,Negative,145
මෙන්න මේ කාන්තාව මගේම පින්තූරයක් ඇයගේ profile photo එක ලෙස යොදාගෙන අපහාස කරමින් මඩ පෝස්ට් හදමින් කන්ඩායමක් එකතුවී අවමන් කරමින් අපහාස කරමින් රාජපක්ෂ ආන්ඩුවේ කොත්‍රාත්තුවක් කරගෙන යනවා..,Negative,183
ඇයි රැ ගියෙ එයා දවල් යන්න තිබ්බා නෙ sachinita 😂 බොරුවෙ උපත ඔක මට පෙන්න බැ.life එකම full drama එයාගෙ,Negative,99
"පොලිසිය ඉහලින් එන orders වලට, අරගලය තුල ගැටලු කාරී තත්වයක් නිර්මාණය කරල , තරුණයන්ව පොලඹවල ඔවුන්ව බලහත්කාරයෙන් රැගෙන යනව ....",Negative,124
""" ඔයාට ඒක කැතයි "" ""කකුල් පොඩි "" ""ගවුම අඳින්න "" "" අපි කැමති චාම් ඉන්නවට "" "" මෙයත් හෙලුව මාකට් කරනවා "" ඒ මදිවට ""දත් ටික කැතයි පිළිවෙළට තිබ්බනම් හොඳයි"" "" ඉන්නා කැතයි අයින් කරන්න"" මට මේ දවස්වල දකින්න ලැබුන comments කිහිපයක් .",Negative,221
People's Awards 2022 සියලුම නිර්දේශිතයනට උණුසුම් සුභ පැතුම්,Positive,60
හරිම ලස්සනයී Abhisheka Wimalaweera අක්කී ! So much Love for you,Positive,64
වසරේ Phone එක වීඩියෝ එක YouTube එකේ,Positive,35
පළවෙනි කොටස miss කරගන්න එපා..,Positive,30
ඔන්න තඩි GOOD NEWS එක,Positive,21
මෙ චැනල් report කරලා වහලා දාන්න ඔන,Negative,34
"Contigency pan එකක් නෑ කියන්නෙම, නන්දෙ-රනිල් කොහොමත් ෆේල්",Negative,57
වාහනයක් ගන්නත් බෑ...ගත්තත් වැඩක් නෑ...තෙල් නෑ..System Change වෙයි,Negative,65
ඒ ඔක්කොම Political Games සහ Manipulations,Negative,41
